geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017
"Divide County, ND","county",05000US38023,0.263,0.164,0.152,,,
"Dunn County, ND","county",05000US38025,0.128,0.196,0.18,,,
"Eddy County, ND","county",05000US38027,0.146,0.187,0.165,,,
"Emmons County, ND","county",05000US38029,0.116,0.158,0.146,,,
"Foster County, ND","county",05000US38031,0.189,0.157,0.149,,,
"Golden Valley County, ND","county",05000US38033,0.187,0.177,0.179,,,
"Grand Forks County, ND","county",05000US38035,0.147,0.187,0.171,,,
"Grant County, ND","county",05000US38037,,0.169,0.158,,,
"Griggs County, ND","county",05000US38039,0.156,0.137,0.139,,,
"Hettinger County, ND","county",05000US38041,0.083,0.173,0.144,,,
"Kidder County, ND","county",05000US38043,0.15,0.166,0.155,,,
"LaMoure County, ND","county",05000US38045,0.266,0.16,0.143,,,
"Logan County, ND","county",05000US38047,0.162,0.156,0.142,,,
"McHenry County, ND","county",05000US38049,0.181,0.172,0.155,,,
"McIntosh County, ND","county",05000US38051,0.186,0.153,0.14,,,
"McKenzie County, ND","county",05000US38053,0.256,0.211,0.191,,,
"McLean County, ND","county",05000US38055,0.188,0.166,0.161,,,
"Mercer County, ND","county",05000US38057,0.151,0.175,0.169,,,
"Morton County, ND","county",05000US38059,0.181,0.194,0.17,,,
"Mountrail County, ND","county",05000US38061,0.237,0.216,0.204,,,
"Nelson County, ND","county",05000US38063,0.178,0.161,0.149,,,
"Oliver County, ND","county",05000US38065,,0.16,0.151,,,
"Pembina County, ND","county",05000US38067,0.174,0.162,0.146,,,
"Pierce County, ND","county",05000US38069,0.185,0.171,0.171,,,
"Ramsey County, ND","county",05000US38071,0.237,0.187,0.184,,,
"Ransom County, ND","county",05000US38073,0.136,0.177,0.149,,,
"Renville County, ND","county",05000US38075,0.242,0.156,0.15,,,
"Richland County, ND","county",05000US38077,0.187,0.168,0.159,,,
"Rolette County, ND","county",05000US38079,0.358,0.375,0.374,,,
"Sargent County, ND","county",05000US38081,0.166,0.154,0.151,,,
"Sheridan County, ND","county",05000US38083,0.149,0.158,0.153,,,
"Sioux County, ND","county",05000US38085,0.443,0.4,0.364,,,
"Slope County, ND","county",05000US38087,,0.16,0.154,,,
"Stark County, ND","county",05000US38089,0.191,0.171,0.16,,,
"Steele County, ND","county",05000US38091,0.121,0.153,0.144,,,
"Stutsman County, ND","county",05000US38093,0.172,0.167,0.166,,,
"Towner County, ND","county",05000US38095,0.139,0.159,0.172,,,
"Traill County, ND","county",05000US38097,0.132,0.167,0.155,,,
"Walsh County, ND","county",05000US38099,0.156,0.154,0.157,,,
"Ward County, ND","county",05000US38101,0.178,0.208,0.18,2.3,,2.6
"Wells County, ND","county",05000US38103,0.154,0.159,0.141,,,
"Williams County, ND","county",05000US38105,0.3,0.207,0.199,,,
"Adams County, OH","county",05000US39001,0.251,0.23,0.234,9.6,10.3,7.1
"Allen County, OH","county",05000US39003,0.229,0.212,0.198,5,4.3,4.5
"Ashland County, OH","county",05000US39005,0.226,0.201,0.199,,,
"Ashtabula County, OH","county",05000US39007,0.295,0.221,0.217,3.4,3.8,4.6
"Athens County, OH","county",05000US39009,0.303,0.229,0.233,,2.8,2.4
"Auglaize County, OH","county",05000US39011,0.155,0.195,0.166,,,
"Belmont County, OH","county",05000US39013,0.216,0.206,0.21,2.7,2.7,3.1
"Brown County, OH","county",05000US39015,0.363,0.209,0.213,3.5,4,4.8
"Butler County, OH","county",05000US39017,0.227,0.195,0.186,2.7,2.7,2.8
"Carroll County, OH","county",05000US39019,0.233,0.202,0.19,,,
"Champaign County, OH","county",05000US39021,0.191,0.196,0.18,,,
"Clark County, OH","county",05000US39023,0.278,0.199,0.195,5.1,5.2,5.1
"Clermont County, OH","county",05000US39025,0.235,0.186,0.186,0.9,0.9,0.8
"Clinton County, OH","county",05000US39027,0.19,0.204,0.195,,,
"Columbiana County, OH","county",05000US39029,0.216,0.209,0.202,3.7,4.4,3.8
"Coshocton County, OH","county",05000US39031,0.208,0.208,0.199,,,
"Crawford County, OH","county",05000US39033,0.321,0.181,0.195,,,
"Cuyahoga County, OH","county",05000US39035,0.187,0.183,0.187,9.6,9.6,9.2
"Darke County, OH","county",05000US39037,0.181,0.188,0.182,,,
"Defiance County, OH","county",05000US39039,0.214,0.191,0.193,,,
"Delaware County, OH","county",05000US39041,0.123,0.14,0.138,1.2,1.2,0.8
"Erie County, OH","county",05000US39043,0.196,0.2,0.19,3.9,4,2.4
"Fairfield County, OH","county",05000US39045,0.197,0.175,0.193,2.1,1.9,1.4
"Fayette County, OH","county",05000US39047,0.314,0.207,0.204,,,
"Franklin County, OH","county",05000US39049,0.197,0.187,0.197,8.3,8.2,8.6
"Fulton County, OH","county",05000US39051,0.255,0.182,0.169,,,
"Gallia County, OH","county",05000US39053,0.305,0.229,0.215,7.3,7.4,6.5
"Geauga County, OH","county",05000US39055,0.17,0.161,0.161,2,2.1,2
"Greene County, OH","county",05000US39057,0.164,0.183,0.184,2.5,2.7,2.1
"Guernsey County, OH","county",05000US39059,0.297,0.21,0.209,,,
"Hamilton County, OH","county",05000US39061,0.189,0.196,0.186,9.8,9.6,9.4
"Hancock County, OH","county",05000US39063,0.188,0.19,0.166,,2.1,
"Hardin County, OH","county",05000US39065,0.305,0.207,0.209,,,
"Harrison County, OH","county",05000US39067,0.342,0.201,0.191,,,
"Henry County, OH","county",05000US39069,0.204,0.185,0.166,,,
"Highland County, OH","county",05000US39071,0.266,0.22,0.237,,3.8,4.3
"Hocking County, OH","county",05000US39073,0.245,0.214,0.212,,,4.9
"Holmes County, OH","county",05000US39075,,0.202,0.194,,,
"Huron County, OH","county",05000US39077,0.31,0.183,0.192,,,
"Jackson County, OH","county",05000US39079,0.274,0.223,0.222,4.4,,4.3
"Jefferson County, OH","county",05000US39081,0.293,0.211,0.219,4.7,6.6,6.3
"Knox County, OH","county",05000US39083,0.207,0.2,0.178,3.2,3.3,3.5
"Lake County, OH","county",05000US39085,0.205,0.176,0.177,1.7,1.9,1.7
"Lawrence County, OH","county",05000US39087,0.263,0.209,0.22,4,3.5,3.2
"Licking County, OH","county",05000US39089,0.23,0.182,0.178,3.4,3.8,2.9
"Logan County, OH","county",05000US39091,0.218,0.201,0.189,,,
"Lorain County, OH","county",05000US39093,0.214,0.182,0.196,3.2,3.3,3.1
"Lucas County, OH","county",05000US39095,0.223,0.202,0.198,6.6,6.6,7
"Madison County, OH","county",05000US39097,0.254,0.19,0.177,,,
"Mahoning County, OH","county",05000US39099,0.221,0.203,0.206,13.2,12.6,9.8
"Marion County, OH","county",05000US39101,0.259,0.216,0.222,,,
"Medina County, OH","county",05000US39103,0.146,0.159,0.168,,0.8,1
"Meigs County, OH","county",05000US39105,0.397,0.226,0.209,,5.6,
"Mercer County, OH","county",05000US39107,0.149,0.159,0.166,,,
"Miami County, OH","county",05000US39109,0.177,0.189,0.189,1.7,1.6,1.9
"Monroe County, OH","county",05000US39111,,0.181,0.196,,,
"Montgomery County, OH","county",05000US39113,0.208,0.206,0.194,9.3,9.3,8.6
"Morgan County, OH","county",05000US39115,0.221,0.212,0.211,,,
"Morrow County, OH","county",05000US39117,0.321,0.195,0.186,,,
"Muskingum County, OH","county",05000US39119,0.225,0.222,0.201,3.3,3.2,2.7
"Noble County, OH","county",05000US39121,,0.202,0.188,,,
"Ottawa County, OH","county",05000US39123,0.261,0.174,0.16,,,3.5
"Paulding County, OH","county",05000US39125,0.206,0.19,0.183,,,
"Perry County, OH","county",05000US39127,0.254,0.213,0.215,,,4.4
"Pickaway County, OH","county",05000US39129,0.209,0.191,0.182,,2.6,
"Pike County, OH","county",05000US39131,0.259,0.235,0.234,,,
"Portage County, OH","county",05000US39133,0.277,0.199,0.188,1.9,1.4,1.9
"Preble County, OH","county",05000US39135,0.223,0.194,0.198,,,
"Putnam County, OH","county",05000US39137,,0.165,0.151,,,
"Richland County, OH","county",05000US39139,0.254,0.198,0.206,3.3,3.1,2.8
"Ross County, OH","county",05000US39141,0.329,0.217,0.229,3,2.7,2.9
"Sandusky County, OH","county",05000US39143,0.245,0.195,0.184,,,2.6
"Scioto County, OH","county",05000US39145,0.339,0.25,0.245,8.2,8.3,5.5
"Seneca County, OH","county",05000US39147,0.188,0.193,0.194,,,
"Shelby County, OH","county",05000US39149,0.192,0.192,0.182,,,
"Stark County, OH","county",05000US39151,0.219,0.194,0.193,4.5,4.2,4.3
"Summit County, OH","county",05000US39153,0.187,0.201,0.2,5.7,5.5,5.7
"Trumbull County, OH","county",05000US39155,0.247,0.204,0.191,6.5,7.1,5.5
"Tuscarawas County, OH","county",05000US39157,0.221,0.177,0.169,,,2.5
"Union County, OH","county",05000US39159,0.185,0.184,0.169,,,
"Van Wert County, OH","county",05000US39161,0.179,0.19,0.185,,,
"Vinton County, OH","county",05000US39163,0.205,0.228,0.219,,,
"Warren County, OH","county",05000US39165,0.141,0.161,0.148,1.4,1.2,1.1
"Washington County, OH","county",05000US39167,0.199,0.207,0.193,,,
"Wayne County, OH","county",05000US39169,0.172,0.186,0.172,2,2.1,2
"Williams County, OH","county",05000US39171,0.235,0.202,0.19,,,
"Wood County, OH","county",05000US39173,0.145,0.18,0.173,1.8,1.7,1.7
"Wyandot County, OH","county",05000US39175,0.268,0.171,0.188,,,
"Adair County, OK","county",05000US40001,0.304,0.293,0.287,11.2,11.1,9.6
"Alfalfa County, OK","county",05000US40003,0.203,0.194,0.186,,,
"Atoka County, OK","county",05000US40005,0.225,0.234,0.226,,,
"Beaver County, OK","county",05000US40007,0.286,0.164,0.169,,,
"Beckham County, OK","county",05000US40009,0.272,0.2,0.193,,,
"Blaine County, OK","county",05000US40011,0.203,0.182,0.198,,,
"Bryan County, OK","county",05000US40013,0.259,0.229,0.221,7.4,7,6.2
"Caddo County, OK","county",05000US40015,0.265,0.228,0.231,5.4,4.7,6.3
"Canadian County, OK","county",05000US40017,0.209,0.178,0.149,3.9,3.7,3.5
"Carter County, OK","county",05000US40019,0.228,0.223,0.201,7.4,7.1,7.4
"Cherokee County, OK","county",05000US40021,0.263,0.256,0.262,5.9,6.6,6.3
"Choctaw County, OK","county",05000US40023,0.271,0.243,0.248,11.4,,
"Cimarron County, OK","county",05000US40025,,0.184,0.184,,,
"Cleveland County, OK","county",05000US40027,0.209,0.19,0.179,2.7,2.8,3
"Coal County, OK","county",05000US40029,0.228,0.23,0.228,,,
"Comanche County, OK","county",05000US40031,0.296,0.22,0.228,8.4,9.6,9.4
"Cotton County, OK","county",05000US40033,0.31,0.204,0.207,,,
"Craig County, OK","county",05000US40035,0.211,0.227,0.227,,,
"Creek County, OK","county",05000US40037,0.315,0.215,0.208,3.9,3.2,4.7
"Custer County, OK","county",05000US40039,0.162,0.192,0.196,,,
"Delaware County, OK","county",05000US40041,0.248,0.235,0.223,7.9,6.7,3.8
"Dewey County, OK","county",05000US40043,0.198,0.187,0.192,,,
"Ellis County, OK","county",05000US40045,0.202,0.186,0.19,,,
"Garfield County, OK","county",05000US40047,0.235,0.193,0.208,3.9,4.3,3.7
"Garvin County, OK","county",05000US40049,0.252,0.213,0.208,5.6,5.2,6.2
"Grady County, OK","county",05000US40051,0.273,0.204,0.194,3.1,2.9,4
"Grant County, OK","county",05000US40053,,0.162,0.163,,,
"Greer County, OK","county",05000US40055,0.306,0.199,0.198,,,
"Harmon County, OK","county",05000US40057,,0.203,0.193,,,
"Harper County, OK","county",05000US40059,,0.177,0.182,,,
"Haskell County, OK","county",05000US40061,0.139,0.22,0.214,,,
"Hughes County, OK","county",05000US40063,0.368,0.239,0.224,,11.5,
"Jackson County, OK","county",05000US40065,0.229,0.188,0.191,,,
"Jefferson County, OK","county",05000US40067,0.274,0.21,0.216,,,
"Johnston County, OK","county",05000US40069,0.232,0.227,0.218,15,14.7,13
"Kay County, OK","county",05000US40071,0.204,0.216,0.23,4.5,4.8,4.7
"Kingfisher County, OK","county",05000US40073,0.194,0.17,0.171,,,
"Kiowa County, OK","county",05000US40075,0.276,0.225,0.207,,,
"Latimer County, OK","county",05000US40077,0.223,0.223,0.218,,,
"Le Flore County, OK","county",05000US40079,0.246,0.235,0.231,5.2,6.2,7.4
"Lincoln County, OK","county",05000US40081,0.27,0.203,0.209,5.7,5.9,6.2
"Logan County, OK","county",05000US40083,0.226,0.182,0.172,3.4,4,4.9
"Love County, OK","county",05000US40085,0.323,0.183,0.179,,,
"McClain County, OK","county",05000US40087,0.167,0.167,0.183,,,
"McCurtain County, OK","county",05000US40089,0.228,0.232,0.239,11.4,10.5,6
"McIntosh County, OK","county",05000US40091,0.28,0.224,0.213,,9.7,
"Major County, OK","county",05000US40093,0.144,0.174,0.171,,,
"Marshall County, OK","county",05000US40095,0.197,0.203,0.205,,,
"Mayes County, OK","county",05000US40097,0.284,0.225,0.232,4.7,3.6,4.5
"Murray County, OK","county",05000US40099,0.286,0.206,0.205,,,
"Muskogee County, OK","county",05000US40101,0.333,0.233,0.236,6.4,7.3,7.3
"Noble County, OK","county",05000US40103,0.257,0.191,0.183,,,
"Nowata County, OK","county",05000US40105,0.248,0.223,0.234,,,
"Okfuskee County, OK","county",05000US40107,0.248,0.258,0.255,,12.3,14
"Oklahoma County, OK","county",05000US40109,0.235,0.182,0.185,9.6,9.8,10.1
"Okmulgee County, OK","county",05000US40111,0.228,0.229,0.23,7.9,7.2,5.1
"Osage County, OK","county",05000US40113,0.262,0.206,0.199,3.9,3.9,3.9
"Ottawa County, OK","county",05000US40115,0.336,0.227,0.241,4.4,,
"Pawnee County, OK","county",05000US40117,0.248,0.195,0.204,,9.7,
"Payne County, OK","county",05000US40119,0.175,0.22,0.214,2,2.1,3.3
"Pittsburg County, OK","county",05000US40121,0.28,0.223,0.208,8,9,7.3
"Pontotoc County, OK","county",05000US40123,0.267,0.215,0.216,,,3.8
"Pottawatomie County, OK","county",05000US40125,0.308,0.214,0.211,6.4,6.5,6.5
"Pushmataha County, OK","county",05000US40127,0.389,0.217,0.24,,,
"Roger Mills County, OK","county",05000US40129,,0.177,0.183,,,
"Rogers County, OK","county",05000US40131,0.254,0.178,0.194,,,2.3
"Seminole County, OK","county",05000US40133,0.264,0.255,0.245,9.9,10.4,11.8
"Sequoyah County, OK","county",05000US40135,0.313,0.238,0.251,6.5,5.8,6.8
"Stephens County, OK","county",05000US40137,0.209,0.197,0.184,4.4,4.7,4.5
"Texas County, OK","county",05000US40139,0.157,0.179,0.18,,,
"Tillman County, OK","county",05000US40141,0.177,0.209,0.207,,,
"Tulsa County, OK","county",05000US40143,0.227,0.182,0.189,9,9.2,9.1
"Wagoner County, OK","county",05000US40145,0.217,0.175,0.173,4.6,4.8,5
"Washington County, OK","county",05000US40147,0.226,0.184,0.192,2.9,3.2,4.4
"Washita County, OK","county",05000US40149,0.252,0.189,0.189,,,
"Woods County, OK","county",05000US40151,0.146,0.186,0.185,,,
"Woodward County, OK","county",05000US40153,0.277,0.189,0.187,,,
"Baker County, OR","county",05000US41001,0.232,0.159,0.157,,,
"Benton County, OR","county",05000US41003,0.108,0.148,0.144,,,
"Clackamas County, OR","county",05000US41005,0.146,0.126,0.14,2,1.8,1.7
"Clatsop County, OR","county",05000US41007,0.183,0.167,0.162,,,
"Columbia County, OR","county",05000US41009,0.193,0.162,0.15,3.6,2.9,3.5
"Coos County, OR","county",05000US41011,0.261,0.169,0.184,3.2,4.3,5.7
"Crook County, OR","county",05000US41013,0.207,0.172,0.162,,,
"Curry County, OR","county",05000US41015,0.213,0.153,0.144,,,
"Deschutes County, OR","county",05000US41017,0.123,0.149,0.156,1.8,1.8,2
"Douglas County, OR","county",05000US41019,0.241,0.175,0.166,3.7,3.6,5.7
"Gilliam County, OR","county",05000US41021,,0.133,0.142,,,
"Grant County, OR","county",05000US41023,0.256,0.151,0.154,,,
"Harney County, OR","county",05000US41025,,0.174,0.164,,,
"Hood River County, OR","county",05000US41027,0.096,0.147,0.148,,,
"Jackson County, OR","county",05000US41029,0.186,0.178,0.171,3.1,3,2.8
"Jefferson County, OR","county",05000US41031,0.167,0.183,0.185,11.2,11.3,7.2
"Josephine County, OR","county",05000US41033,0.235,0.17,0.194,3.8,3.7,3.1
"Klamath County, OR","county",05000US41035,0.226,0.176,0.186,5.5,5.1,5
"Lake County, OR","county",05000US41037,,0.166,0.175,,,
"Lane County, OR","county",05000US41039,0.175,0.154,0.158,2.8,2.5,3.2
"Lincoln County, OR","county",05000US41041,0.239,0.167,0.171,,,
"Linn County, OR","county",05000US41043,0.202,0.17,0.173,1.7,1.7,2.4
"Malheur County, OR","county",05000US41045,0.228,0.191,0.178,,,
"Marion County, OR","county",05000US41047,0.151,0.154,0.147,2.9,2.6,2.4
"Morrow County, OR","county",05000US41049,0.234,0.159,0.151,,,
"Multnomah County, OR","county",05000US41051,0.135,0.166,0.155,3.5,3.4,3.5
"Polk County, OR","county",05000US41053,0.133,0.161,0.147,,,
"Sherman County, OR","county",05000US41055,,0.153,0.158,,,
"Tillamook County, OR","county",05000US41057,0.182,0.162,0.164,,,
"Umatilla County, OR","county",05000US41059,0.217,0.168,0.173,4,3.8,3.9
"Union County, OR","county",05000US41061,0.145,0.165,0.164,,,
"Wallowa County, OR","county",05000US41063,0.132,0.142,0.145,,,
"Wasco County, OR","county",05000US41065,0.134,0.161,0.173,,,
"Washington County, OR","county",05000US41067,0.119,0.121,0.123,1.7,1.5,1.6
"Wheeler County, OR","county",05000US41069,,0.141,0.147,,,
"Yamhill County, OR","county",05000US41071,0.171,0.162,0.154,1.9,1.9,2.3
"Adams County, PA","county",05000US42001,0.21,0.17,0.16,1.8,1.6,1.4
"Allegheny County, PA","county",05000US42003,0.192,0.187,0.16,8,7.9,7.7
"Armstrong County, PA","county",05000US42005,0.238,0.198,0.181,,,
"Beaver County, PA","county",05000US42007,0.187,0.186,0.177,4.9,4.4,3.3
"Bedford County, PA","county",05000US42009,0.229,0.209,0.173,,2.6,2.9
"Berks County, PA","county",05000US42011,0.183,0.198,0.173,3.8,3.7,3.8
"Blair County, PA","county",05000US42013,0.232,0.195,0.191,2.4,2.4,1.8
"Bradford County, PA","county",05000US42015,0.214,0.194,0.19,2.1,2.6,2.3
"Bucks County, PA","county",05000US42017,0.164,0.161,0.14,1.6,1.6,1.6
"Butler County, PA","county",05000US42019,0.176,0.179,0.152,1.6,1.3,1.2
"Cambria County, PA","county",05000US42021,0.199,0.199,0.176,2.7,3.8,3.7
"Cameron County, PA","county",05000US42023,0.385,0.189,0.17,,,
"Carbon County, PA","county",05000US42025,0.299,0.197,0.172,,,
"Centre County, PA","county",05000US42027,0.122,0.179,0.177,,,
"Chester County, PA","county",05000US42029,0.128,0.144,0.153,1.7,1.5,1.5
"Clarion County, PA","county",05000US42031,0.177,0.203,0.184,,,
"Clearfield County, PA","county",05000US42033,0.186,0.21,0.175,,,
"Clinton County, PA","county",05000US42035,0.249,0.213,0.177,,,
"Columbia County, PA","county",05000US42037,0.231,0.207,0.179,,,
"Crawford County, PA","county",05000US42039,0.197,0.199,0.199,5.1,3.9,3.3
"Cumberland County, PA","county",05000US42041,0.149,0.173,0.159,1.4,1.3,1.4
"Dauphin County, PA","county",05000US42043,0.189,0.185,0.166,5.9,6.4,6.6
"Delaware County, PA","county",05000US42045,0.204,0.186,0.146,7.1,7,6.4
"Elk County, PA","county",05000US42047,0.293,0.183,0.158,,,
"Erie County, PA","county",05000US42049,0.252,0.215,0.196,3.2,3.2,3.6
"Fayette County, PA","county",05000US42051,0.247,0.225,0.205,3.3,3.6,3
"Forest County, PA","county",05000US42053,0.335,0.217,0.193,,,
"Franklin County, PA","county",05000US42055,0.194,0.191,0.166,2.1,2.3,2
"Fulton County, PA","county",05000US42057,,0.192,0.173,,,
"Greene County, PA","county",05000US42059,0.35,0.212,0.182,3.8,,
"Huntingdon County, PA","county",05000US42061,0.232,0.202,0.182,,,
"Indiana County, PA","county",05000US42063,0.174,0.2,0.181,2.3,3.1,2.9
"Jefferson County, PA","county",05000US42065,0.261,0.215,0.183,,,
"Juniata County, PA","county",05000US42067,0.164,0.194,0.179,,,
"Lackawanna County, PA","county",05000US42069,0.231,0.197,0.194,1.7,1.9,1.6
"Lancaster County, PA","county",05000US42071,0.164,0.166,0.163,2.7,2.4,2.2
"Lawrence County, PA","county",05000US42073,0.209,0.192,0.179,5.3,5.3,4.9
"Lebanon County, PA","county",05000US42075,0.184,0.181,0.169,2.2,2.7,2.4
"Lehigh County, PA","county",05000US42077,0.195,0.183,0.168,4.7,4.8,4.2
"Luzerne County, PA","county",05000US42079,0.246,0.183,0.177,4.4,4.5,4
"Lycoming County, PA","county",05000US42081,0.223,0.203,0.192,2.1,2.9,2.8
"McKean County, PA","county",05000US42083,0.269,0.205,0.193,,,
"Mercer County, PA","county",05000US42085,0.229,0.222,0.171,1.6,1.9,2.6
"Mifflin County, PA","county",05000US42087,0.161,0.21,0.182,,,
"Monroe County, PA","county",05000US42089,0.235,0.194,0.174,3.4,3.3,3
"Montgomery County, PA","county",05000US42091,0.151,0.155,0.128,2.1,2.2,2.1
"Montour County, PA","county",05000US42093,0.135,0.174,0.156,,,
"Northampton County, PA","county",05000US42095,0.177,0.172,0.168,3.1,2.8,2.1
